event_id,duration,num_scans,scans_per_second,min_distance,max_distance,mean_distance,std_distance,max_intrusion,mean_intrusion,intrusion_std,intrusion_ratio,temporal_variation,spatial_spread,label
flower_1_20260226032523397188,3.667189121246338,55,14.997862990307846,0.193,0.356,0.22507727272727274,0.05408380467941469,0.15699999999999997,0.12492272727272724,0.05408380467941469,0.4485714285714285,0.05437942984780541,4,not_bee
flower_1_20260226032529129958,3.4662232398986816,52,15.001918918967252,0.231,0.359,0.25887499999999997,0.038331049081280016,0.11899999999999997,0.09112499999999998,0.038331049081280016,0.3399999999999999,0.03839198943713619,4,not_bee
flower_1_20260226032534396688,2.5999207496643066,39,15.000457227411855,0.096,0.357,0.16264102564102564,0.10208497085163899,0.254,0.18735897435897436,0.10208497085163899,0.7257142857142858,0.10305304578851028,4,not_bee
flower_1_20260226032540396175,2.000020980834961,30,14.999842645388508,0.264,0.354,0.29444166666666666,0.03231925716586785,0.08599999999999997,0.05555833333333331,0.03231925716586785,0.24571428571428564,0.032599627360186,4,not_bee
flower_1_20260226032545796168,2.399574041366577,36,15.00266271404474,0.219,0.355,0.2696388888888889,0.044946839012530534,0.13099999999999998,0.08036111111111109,0.044946839012530534,0.3742857142857142,0.0450571638685017,4,not_bee
flower_1_20260226032547529749,0.9331798553466797,14,15.002467016177658,0.078,0.358,0.2629107142857143,0.11318966814169026,0.27199999999999996,0.0870892857142857,0.11318966814169026,0.7771428571428571,0.11635884512108259,4,not_bee
flower_1_20260226032549196199,0.9997513294219971,15,15.003730986456603,0.123,0.355,0.2670666666666667,0.09586693932997535,0.22699999999999998,0.08293333333333332,0.09586693932997535,0.6485714285714286,0.09826978475217138,4,not_bee
flower_1_20260226032550729101,0.9325029850006104,14,15.01335676688567,0.17,0.357,0.2949642857142857,0.07286474750228279,0.17999999999999997,0.05503571428571428,0.07286474750228279,0.5142857142857142,0.07484354560469005,4,not_bee
flower_1_20260226032553130414,1.8000719547271729,27,14.99940040124243,0.22,0.357,0.2737777777777778,0.050828524873440584,0.12999999999999998,0.0762222222222222,0.050828524873440584,0.3714285714285714,0.05115781264745195,4,not_bee
flower_1_20260226032559329444,1.0660560131072998,16,15.008592234627338,0.226,0.354,0.30103125,0.04845189686197857,0.12399999999999997,0.04896874999999998,0.04845189686197857,0.3542857142857142,0.049433614996949864,4,not_bee
flower_1_20260226032604596533,2.0664970874786377,31,15.001230917689576,0.289,0.355,0.3253790322580645,0.01678103495065817,0.061,0.02462096774193546,0.01678103495065817,0.1742857142857143,0.01518015027480266,4,not_bee
flower_1_20260226032618462687,6.732728958129883,101,15.00134650126392,0.271,0.354,0.309799504950495,0.020270182473797995,0.07899999999999996,0.04020049504950493,0.020270182473797995,0.22571428571428562,0.019109814880120514,4,not_bee
flower_1_20260226032624262703,3.333469867706299,50,14.999385620486832,0.248,0.359,0.28486,0.033145035327091905,0.10199999999999998,0.06513999999999998,0.033145035327091905,0.29142857142857137,0.03237251920997189,4,not_bee
flower_1_20260226032636129697,6.867034196853638,103,14.999197185765132,0.187,0.358,0.2767281553398058,0.060553319557926186,0.16299999999999998,0.07327184466019415,0.060553319557926186,0.4657142857142857,0.06020904257126317,4,not_bee
flower_1_20260226032647729272,8.60024905204773,129,14.999565619472955,0.184,0.357,0.25496511627906976,0.059986590282936236,0.16599999999999998,0.0950348837209302,0.059986590282936236,0.47428571428571425,0.05935088938250366,4,not_bee
flower_1_20260226032658262022,7.466341733932495,112,15.00065279506166,0.177,0.359,0.24684151785714287,0.05365853901592984,0.173,0.10315848214285712,0.05365853901592984,0.4942857142857143,0.05220789604444011,4,not_bee
